id,apartmentImage,apartmentAdvertTitle,apartmentSize,numberOfApartmentRooms,apartmentPrice,apartmentPropertyType,apartmentLocation,apartmentAdvertDate
195,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/5/7/9/6/0/4/ao4NSawOx9-Rkbb0Ps86n.jpg,*ataşehir*finans merkezi'ne yakın* şerifali 'de havuz cehpeli site içinde 3+1**satılık,130 m²,3 + 1,6.630.000 ₺,Sahibinden Satılık Daire,Ümraniye,27-04-2023
196,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/3/8/9/6/0/4/1682589569588-40698324.jpg,bahçeli müstakil ev,203 m²,3 + 1,3.200.000 ₺,Satılık,Tuzla,05-05-2023
197,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/1/6/9/6/0/4/1682553008-329567-40696125.jpeg,2+1 full yapılı kapalı otaparklı asansörlü,100 m²,2 + 1,2.350.000 ₺,Sahibinden Satılık Daire,Beylikdüzü,28-04-2023
198,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/7/5/9/6/0/4/lLmJzxoJ9czYptUujQul6.jpeg,cumhuriyet mh. 4+1 dublex asansörlü göl manzaralı daire,200 m²,4 + 1,3.900.000 ₺,Sahibinden Satılık Daire,Küçükçekmece,30-04-2023
199,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/0/3/9/6/0/4/QWzXr8JWAUd7BICmutr7y.jpg,çamlık lalezar sitesinde sahibinden satılık daire,90 m²,2 + 1,2.500.000 ₺,Sahibinden Satılık Daire,Pendik,04-05-2023
200,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/1/4/9/6/0/4/uukD2TeF43OnrCwZJysrU.jpeg,başakşehir yatırıma uygun 2+1 süper daire,100 m²,2 + 1,1.350.000 ₺,Sahibinden Satılık Daire,Başakşehir,29-04-2023
201,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/0/5/9/6/0/4/1682527181747-40695079.jpg,okan  üniversite hst.yanı daıre veya ofıs $$$$ komisyon yok$$$$,95 m²,2 + 1,8.250 ₺,Sahibinden Kiralık Daire,Tuzla,03-05-2023
202,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/7/3/9/6/0/4/1682515191885-40693700.jpg,sahibinden metrobüse 15 dakika,130 m²,3 + 1,1.250.000 ₺,Sahibinden Satılık Daire,Avcılar,27-04-2023
203,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/7/7/8/6/0/4/1682430101791-40687755.jpg,5 yıllık binada sahibinden 2+1,75 m²,2 + 1,2.200.000 ₺,Sahibinden Satılık Daire,Şişli,04-05-2023
204,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/6/8/8/6/0/4/1682438755290-40688680.jpg,buyukcekmecede havuzlu full deniz manzarali 4 +1 lüks site,250 m²,4 + 1,20.000 ₺,Sahibinden Kiralık Daire,Büyükçekmece,26-04-2023
205,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/7/8/8/6/0/4/1682440163785-40688772.jpg,sinpaş gökorman'da boş büyük tip 2+1 hemen taşının,117 m²,2 + 1,6.550.000 ₺,Sahibinden Satılık Daire,Ümraniye,26-04-2023
206,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/0/6/8/6/0/4/1682418046-0164518-40686028.jpeg,aciiiilll aciiiiilll satılık,95 m²,2 + 1,2.949.000 ₺,Sahibinden Satılık Daire,Üsküdar,25-04-2023
207,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/4/4/8/6/0/4/rfvX5uwa2Y38JMroiMV8Y.jpg,fulya ortaklarda the marmara oteline 150 metre mesafede 2+1 bakımlı daire,110 m²,2 + 1,17.500 ₺,Sahibinden Kiralık Daire,Şişli,25-04-2023
208,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/2/2/8/6/0/4/X5bC7cHgMuGcFhewqsNv6.jpg,"casablu ıstanbul indirim🌍      istanbul 📌büyükçekmece, kazablu 🔱büyükçekmece'de sahile bakan, gec",100 m²,2 + 1,4.851.450 ₺,Sahibinden Satılık Daire,Bağcılar,24-04-2023
209,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/7/2/8/6/0/4/1682352073311-40682734.jpg,ak towers residence satılık daire,110 m²,2 + 1,2.250.000 ₺,Sahibinden Satılık Daire,Esenyurt,24-04-2023
210,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/0/3/8/6/0/4/1682356788817-40683048.jpg,sahibinden beyoğlu yahya kahya'da 2+1,100 m²,2 + 1,2.100.000 ₺,Sahibinden Satılık Daire,Beyoğlu,04-05-2023
211,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/2/8/6/0/4/1682349452945-40682509.jpg,kiralık daire (2+1 / merkezi noktada),86 m²,2 + 1,9.500 ₺,Sahibinden Kiralık Daire,Eyüpsultan,28-04-2023
212,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/6/3/8/6/0/4/1682373209214-40683618.jpg,kiralık daire 2+1 yerden ısıtmalı,90 m²,2 + 1,13.000 ₺,Sahibinden Kiralık Daire,Beylikdüzü,25-04-2023
213,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/3/2/8/6/0/4/wK1Bm0YEgSgDoRDe4HLV4.jpg,ful eşyalı sahibinden,145 m²,3 + 1,38.000 ₺,Sahibinden Kiralık Daire,Beşiktaş,24-04-2023
214,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/7/0/8/6/0/4/hAproaFotPrgLSGlIegTN.jpeg,квартира в аренду мебелированная / sahibinden kiralık 1+1 daire.,60 m²,1 + 1,38.500 ₺,Sahibinden Kiralık Daire,Üsküdar,24-04-2023
215,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/8/0/8/6/0/4/1682335941520-40680808.jpg,satılık hisseli arsa,280 m²,,480.000 ₺,Satılık,Çatalca,06-05-2023
216,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/5/0/8/6/0/4/1682334520-840914-40680579.jpeg,sahibinden yeni yapı bahçe kullanımlı t.dublex,129 m²,3 + 1,1.875.000 ₺,Sahibinden Satılık Daire,Sancaktepe,24-04-2023
217,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/7/7/7/6/0/4/ySsvrFGRfJWmc4DXZV_Li.jpeg,site içinde günlük kiralık daire,80 m²,Stüdyo,1.200 ₺,Sahibinden Kiralık Daire,Bahçelievler,06-05-2023
218,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/1/6/7/6/0/4/Q4EWOiMHY72NVlFB3Pzmq.jpeg,"ardıçlı mahallesi meydan ardıçlı 3,5+1 eşyalı satılık bahçeli yüksek giriş loft daire",409 m²,3 + 1,12.200.000 ₺,Sahibinden Satılık Loft Daire,Esenyurt,05-05-2023
219,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/0/6/7/6/0/4/W9YNm1TMauCLZjT-bMXDe.jpeg,acil esenyurt fiyaka esenşehir 3+1 eşyalı satılık daire takas önerilebilir.,150 m²,3 + 1,2.650.000 ₺,Sahibinden Satılık Daire,Esenyurt,05-05-2023
220,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/0/5/7/6/0/4/1682178107-8576179-40675014.jpeg,muhteşem lokasyonda site içinde kendisine ait otoparklı,130 m²,3 + 1,2.995.000 ₺,Sahibinden Satılık Daire,Avcılar,22-04-2023
221,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/5/4/7/6/0/4/4R7sm2whDO1bC7G0nMMtV.jpg,eşyalı kiralık daire (emlak danışmanından),95 m²,2 + 1,11.000 ₺,Sahibinden Kiralık Daire,Bakırköy,22-04-2023
222,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/3/7/6/0/4/1682117730572-40673595.jpg,satılık 3+1 süper lüks daire,117 m²,3 + 1,3.850.000 ₺,Sahibinden Satılık Daire,Çekmeköy,05-05-2023
223,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/1/2/7/6/0/4/1682055460236-40672145.jpg,güzel konut sitesi b2 blok satılık sahibinden,130 m²,3 + 1,3.500.000 ₺,Sahibinden Satılık Daire,Güngören,04-05-2023
224,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/1/1/7/6/0/4/SRj4FerwMdjSDJ_9AkwON.jpeg,fırsat mimardan ikamete uygun aydınlık yüksak kat lüks boş residence komisyon yok,75 m²,1 + 1,3.200.000 ₺,Satılık,Kağıthane,02-05-2023
225,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/4/0/7/6/0/4/aed21e23-d808-4e81-9a54-33ea90ab9770.jpg,sancaktepe kasrı lena sitesi satılık 144m2 3+1 sıfır daire,144 m²,3 + 1,5.250.000 ₺,Sahibinden Satılık Daire,Sancaktepe,20-04-2023
226,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/4/1/7/6/0/4/1682019463-372316-40671406.jpeg,acil satılık silivri değirmenköyde 441 metre tarla,441 m²,,485.000 ₺,Satılık,Silivri,25-04-2023
227,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/0/1/7/6/0/4/Fra3Gvmg1-svHCzosCUxG.jpeg,fırsat mimardan çift cephe aydınlık balkonlu büyük tip 1+1  ikamete uygun lüx eşyalı komisyon yok,75 m²,1 + 1,16.500 ₺,Kiralık,Kağıthane,02-05-2023
228,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/7/1/7/6/0/4/1682031519643-40671733.jpg,sahibinden temiz ferah 1+1 bahçe kati,65 m²,1 + 1,1.225.000 ₺,Sahibinden Satılık Daire,Bahçelievler,01-05-2023
229,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/2/0/7/6/0/4/7SNZbmveN8lHXuxBL2zll.jpg,dumankaya miks 1+1 58 m2 atakent sitenin en ucuzu,58 m²,,1.825.000 ₺,Satılık,Küçükçekmece,20-04-2023
230,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/1/5/6/6/0/4/1682359060049-40665187.jpg,silivri satilik 3+1 lüks daire,140 m²,3 + 1,2.250.000 ₺,Sahibinden Satılık Daire,Silivri,05-05-2023
231,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/9/1/6/6/0/4/1681854857101-40661998.jpg,شقه فخمه مفروشه غرفتين وصاله وبلكون في محمود بيك باغجيلار,100 m²,2 + 1,25.000 ₺,Sahibinden Kiralık Daire,Bağcılar,19-04-2023
232,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/6/8/5/6/0/4/1681811687493-40658652.jpg,arnavutkoyde satılık lüks daire,95 m²,2 + 1,2.220.000 ₺,Sahibinden Satılık Daire,Arnavutköy,01-05-2023
233,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/6/9/5/6/0/4/pKvRBCAe49lpVo0boZdZD.jpg,5. katlı binada 3. kat 17. bölge 2+1 122m çift cephe 20gün,122 m²,2 + 1,3.750.000 ₺,Sahibinden Satılık Daire,Başakşehir,02-05-2023
234,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/3/1/6/6/0/4/8caabfe3-61d3-4211-99d4-cbaca99d1f92.jpg,site mah 3+1 100 m2 sahibinden finans merkezine yakin,120 m²,3 + 1,5.650.000 ₺,Sahibinden Satılık Daire,Ümraniye,06-05-2023
235,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/1/1/6/6/0/4/1681833792425-40661139.jpg,sahibinden sıfır bina,72 m²,2 + 1,5.000.000 ₺,Sahibinden Satılık Daire,Maltepe,18-04-2023
236,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/3/0/6/6/0/4/tUd2ejZ2enHePm7DOw68n.jpg,sahibinden toki akasya 1 sitesi 3+1 152m2 boş satılık daire,152 m²,3 + 1,5.250.000 ₺,Sahibinden Satılık Daire,Küçükçekmece,18-04-2023
237,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/2/1/6/6/0/4/hNCbJof_h4Ihyo5g9mbRi.jpeg,satılık lüx dublex 5+1 mükkeml konum ve lokasyon sıfır - kredi sorunsuz,190 m²,4 + 2,4.000.000 ₺,Sahibinden Satılık Daire,Eyüpsultan,18-04-2023
238,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/6/9/5/6/0/4/1681818877-697259-40659606.jpeg,"sahibinden suadiye tonozlu’da muhteşem deniz manzaralı, 115 m2 net 3+1",150 m²,3 + 1,11.150.000 ₺,Sahibinden Satılık Daire,Kadıköy,20-04-2023
239,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/1/0/6/6/0/4/cWQjNxLyzCAa2Np-N8MTB.jpg,sahibinden silivri gümüşyaka da 5+1 havuzlu - deniz manzaralı - lüx - triblex - villa - yazlık - ev,1.377 m²,6 + 1,5.500.000 ₺,Satılık,Silivri,03-05-2023
240,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/1/9/5/6/0/4/cHCwjfbSPvFs8ZraL6xvW.jpeg,sahibinden satılık 3+1,126 m²,3 + 1,9.000.000 ₺,Sahibinden Satılık Daire,Kadıköy,18-04-2023
241,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/6/9/5/6/0/4/1681818877-697259-40659606.jpeg,"sahibinden suadiye tonozlu’da muhteşem deniz manzaralı, 115 m2 net 3+1",150 m²,3 + 1,11.150.000 ₺,Sahibinden Satılık Daire,Kadıköy,20-04-2023
242,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/1/0/6/6/0/4/cWQjNxLyzCAa2Np-N8MTB.jpg,sahibinden silivri gümüşyaka da 5+1 havuzlu - deniz manzaralı - lüx - triblex - villa - yazlık - ev,1.377 m²,6 + 1,5.500.000 ₺,Satılık,Silivri,03-05-2023
243,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/4/7/5/6/0/4/4cuKU35KOvMQERM9KR5uo.jpg,sahibinden - kalamış sahil butik yeni bina da deniz manzaralı lüks dubleks daire,180 m²,2 + 2,60.000 ₺,Sahibinden Kiralık Daire,Kadıköy,18-04-2023
244,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/5/7/5/6/0/4/1681804193-045044-40657563.jpeg,acil sahibinden satılık adliyeye yakın neti 85 m2 2+1 daire,95 m²,2 + 1,2.800.000 ₺,Sahibinden Satılık Daire,Kağıthane,18-04-2023
245,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/4/4/5/6/0/4/1681735821-894851-40654410.jpeg,kanal istanbul projesinde 2+1 satılık daire,110 m²,2 + 1,6.000.000 ₺,Sahibinden Satılık Daire,Avcılar,03-05-2023
246,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/1/4/5/6/0/4/sFdYBLLJS6d685hDuioyx.jpeg,yıldıztepe mh. metro önünde 150 m2 kat mülkiyetli iskanlı depolu dükkan,160 m²,,1.950.000 ₺,Satılık,Bağcılar,25-04-2023
247,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/5/3/5/6/0/4/HOjFjclm2Neu_lpWHO29X.jpg,beşiktaşta sahibinden kiracısız sıfır masraf daire,125 m²,2 + 1,3.490.000 ₺,Sahibinden Satılık Daire,Beşiktaş,17-04-2023
248,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/0/6/5/6/0/4/03e77ea9-bc60-478d-bddf-d32e8c4331fb.jpg,satılık dubleks,170 m²,4 + 1,11.000.000 ₺,Sahibinden Satılık Daire,Ataşehir,20-04-2023
249,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/5/3/5/6/0/4/Qs25NSzqXj4XJ8TluVq2l.jpg,sahibinden küçükçekmece fatih mah. 3+1 kiralık daire balkonlu 4.kat ​kapalı otopark asansör,143 m²,3 + 1,17.000 ₺,Sahibinden Kiralık Daire,Küçükçekmece,27-04-2023
250,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/2/5/5/6/0/4/1681742353354-40655240.jpg,ferah köşe geniş ebeveyn banyolu 3+1 3.kat,145 m²,3 + 1,2.600.000 ₺,Sahibinden Satılık Daire,Esenyurt,17-04-2023
251,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/1/2/5/6/0/4/80c395c4-f044-47ee-857c-26cbc14914d5.jpg,"kadın ev arkadaşı,eşyalı oda",360 m²,4 + 1,6.000 ₺,Sahibinden Kiralık Daire,Beykoz,17-04-2023
252,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/6/2/5/6/0/4/FkaG_ByVUuQTk_8AZDKI1.jpg,sahibinden küçükyalı altıntepede yeni bitmiş sıfır daire ...,90 m²,2 + 1,3.450.000 ₺,Sahibinden Satılık Daire,Maltepe,17-04-2023
253,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/0/0/5/6/0/4/JwaRHrVEsmEydB116uL62.jpg,kumbaba'da 3+1 müstakil bahçeli havuzlu eşyalı villa,200 m²,3 + 1,7.800.000 ₺,Satılık,Şile,16-04-2023
254,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/9/9/4/6/0/4/pqIUFFN1Q8yxolpGEGGLr.jpeg,tuzla aydınlı'da 3+1 satılık daire,120 m²,3 + 1,2.700.000 ₺,Sahibinden Satılık Daire,Tuzla,19-04-2023
255,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/4/0/5/6/0/4/U4qtmKl_iGOLeVlJyuNmy.jpg,sahibinden satılık (komisyonsuz) lüx sitede suryapı adapark 3+1 139m2 boş daire,139 m²,3 + 1,5.900.000 ₺,Sahibinden Satılık Daire,Sancaktepe,24-04-2023
256,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/5/0/5/6/0/4/1681675755-736805-40650588.jpeg,sahibinden satılık daire,157 m²,3 + 1,3.780.000 ₺,Sahibinden Satılık Daire,Sancaktepe,17-04-2023
257,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/1/9/4/6/0/4/1681646454-618844-40649142.jpeg,"muhteşem deniz manzaralı, müstakil bahçe dubleksi",150 m²,3 + 1,73.000 ₺,Kiralık,Beykoz,17-04-2023
258,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/4/9/4/6/0/4/1681650776-0743818-40649429.jpeg,esenyurt garde city 1 özyurtlar,87 m²,2 + 1,1.500.000 ₺,Sahibinden Satılık Daire,Esenyurt,17-04-2023
259,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/0/7/4/6/0/4/1681583795-557975-40647092.jpeg,full eşyalı adım istanbul evlerinde kent meydan manzaralı !!,128 m²,2 + 1,6.250.000 ₺,Sahibinden Satılık Daire,Başakşehir,16-04-2023
260,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/2/7/4/6/0/4/1681588612-1520329-40647263.jpeg,sahibinden 4+2 otoparklı dublexs,170 m²,4 + 2,3.850.000 ₺,Sahibinden Satılık Daire,Avcılar,16-04-2023
261,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/7/2/4/6/0/4/1681540741502-40642793.jpg,"sahibinden ebeveyn banyolu, kısa katlı bloklar, otopark, havuz, güvenlik",130 m²,2 + 1,2.850.000 ₺,Sahibinden Satılık Daire,Büyükçekmece,15-04-2023
262,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/9/5/4/6/0/4/1681566218275-40645962.jpg,bagcılar yenimahalle'de yatırımlık daire,100 m²,2 + 1,2.100.000 ₺,Sahibinden Satılık Daire,Bağcılar,16-04-2023
263,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/3/6/4/6/0/4/1681569965-701643-40646367.jpeg,göztepe en iyi yerinde 3+1 yeni bina,132 m²,3 + 1,3.600.000 ₺,Sahibinden Satılık Daire,Bağcılar,15-04-2023
264,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/8/3/4/6/0/4/1681550679-500365-40643855.jpeg,sahibinden içi sıfırlanmış daire,165 m²,3 + 1,4.200.000 ₺,Sahibinden Satılık Daire,Maltepe,15-04-2023
