id,apartmentImage,apartmentAdvertTitle,apartmentSize,numberOfApartmentRooms,apartmentPrice,apartmentPropertyType,apartmentLocation,apartmentAdvertDate
92,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/9/6/2/7/0/4/1683040967-9376822-40726936.jpeg,şişlinin rn nezih mahallesinde depreme dayanıklı otoparklı daire,90 m²,2 + 1,3.400.000 ₺,Sahibinden Satılık Daire,Şişli,02-05-2023
93,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/8/6/1/7/0/4/1683184928-2674398-40716828.jpeg,bostancı metro dibinde eşyalı 3+1 daire,100 m²,3 + 1,26.500 ₺,Sahibinden Kiralık Daire,Kadıköy,04-05-2023
94,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/0/0/4/7/0/4/1683242481-5947409-40740064.jpeg,sahibinden 2+1 yuksek giriş talatpaşa mah krediye uygun,100 m²,3 + 2,1.375.000 ₺,Sahibinden Satılık Daire,Esenyurt,05-05-2023
95,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/6/6/2/7/0/4/296b5a41-61e7-441c-8fb9-440416a1bf26.jpeg,bahçeli özel havuzlu villa,500 m²,5 + 1,250.000 ₺,Kiralık,Beykoz,02-05-2023
96,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/4/5/1/7/0/4/1682864103-791946-40715476.jpeg,sahibinden 3+1 kiralık yeni bina,130 m²,3 + 1,20.000 ₺,Sahibinden Kiralık Daire,Kadıköy,03-05-2023
97,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/8/5/1/7/0/4/1682872510026-40715859.jpg,marmara hastanesi karşısı park royal sitesi,130 m²,3 + 1,14.000 ₺,Sahibinden Kiralık Daire,Pendik,30-04-2023
98,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/6/5/4/7/0/4/1683354978002-40745623.jpg,imar çıkmış,1.529 m²,,66.000.000.000 ₺,Satılık,Arnavutköy,06-05-2023
99,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/0/9/4/7/0/4/dfc92ae8-5d77-44cd-8d75-f0a364fba4b8.jpeg,"sahibinden bakırköy osmaniyede satılık 2+1 daire, arsa fiyatına",90 m²,2 + 1,2.295.000 ₺,Sahibinden Satılık Daire,Bakırköy,06-05-2023
100,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/8/8/3/7/0/4/1683286867845-40738837.jpg,sahibinden kiralık,145 m²,3 + 1,19.000 ₺,Sahibinden Kiralık Daire,Kadıköy,05-05-2023
101,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/9/8/3/7/0/4/1683211749444-40738916.jpg,sahibinden kiralık  geniş 1 +1 eşyalı kiralik daire,60 m²,1 + 1,4.500 ₺,Sahibinden Kiralık Daire,Tuzla,05-05-2023
102,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/1/5/3/7/0/4/1683184195-341762-40735170.jpeg,luxury flats for rent in gayrettepe home,65 m²,1 + 1,23.000 ₺,Sahibinden Kiralık Daire,Beşiktaş,04-05-2023
103,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/0/4/3/7/0/4/c68pyRKU8H8BE8RAj2BfO.jpg,sultantepede sahile yürüme mesafesinde sıfır dublex,100 m²,2 + 2,5.750.000 ₺,Sahibinden Satılık Daire,Üsküdar,04-05-2023
104,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/0/5/2/7/0/4/1683025758217-40725020.jpg,satılık daire 1+1 site içerisinde,56 m²,1 + 1,1.250.000 ₺,Satılık,Esenyurt,03-05-2023
105,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/9/5/1/7/0/4/wTDvpIb5pBXDSgKSNyFuL.jpg,2+1 deniz manzaralı satılık ara kat daire,100 m²,2 + 1,2.700.000 ₺,Sahibinden Satılık Daire,Büyükçekmece,03-05-2023
106,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/1/5/4/7/0/4/072cfa91-c2cc-4268-a81d-eaa3cc8ff227.jpeg,ataköy 5. kısım novus sitesi sahibinden satılık,138 m²,2 + 1,12.900.000 ₺,Sahibinden Satılık Daire,Bakırköy,05-05-2023
107,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/0/9/4/7/0/4/hUNEISzqJWoSQQNZRoN-m.jpg,ağva geredeli de  yeşillikler içinde ahşap ev ve tarlası,800 m²,,2.850.000 ₺,Satılık,Şile,06-05-2023
108,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/0/1/4/7/0/4/1683276240043-40741098.jpg,acil satılık 2 adet dükkan,60 m²,,3.300.000 ₺,Satılık,Sultanbeyli,05-05-2023
109,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/2/4/4/7/0/4/1683302798672-40744294.jpg,tavukcuyolunda kiralik depolu dukkan,250 m²,,32.000 ₺,Kiralık,Ümraniye,05-05-2023
110,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/4/4/7/0/4/Se-mf87t8i-rujMUFx39Y.jpg,fatih mahallesi izmir caddesi sahibinden satılık dükkan,80 m²,,2.825.000 ₺,Satılık,Büyükçekmece,06-05-2023
111,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/1/9/4/7/0/4/1683386475-927233-40749181.jpeg,2+1 satılık daire,85 m²,2 + 1,1.350.000 ₺,Sahibinden Satılık Daire,Küçükçekmece,06-05-2023
112,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/1/7/4/7/0/4/1683368917841-40747172.jpg,2+1 eşyali daire,100 m²,2 + 1,12.000 ₺,Sahibinden Kiralık Daire,Şişli,06-05-2023
113,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/3/6/4/7/0/4/1683362337-245913-40746317.jpeg,fırsat...sahibinden mükemmel konumda daire,140 m²,3 + 1,3.000.000 ₺,Sahibinden Satılık Daire,Ataşehir,06-05-2023
114,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/3/5/4/7/0/4/803df007-9b70-438c-a303-bbbcc0ba5342.jpeg,satılık 3 katlı mustakil bina,122 m²,2 + 1,3.300.000 ₺,Satılık,Arnavutköy,06-05-2023
115,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/2/5/4/7/0/4/cb637040-bbf3-4b27-81ce-f4941addb67a.jpeg,sahibinden arnavutköy merkezde hastanenin yanında ultra lüks,230 m²,3 + 2,4.200.000 ₺,Sahibinden Satılık Daire,Arnavutköy,06-05-2023
116,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/4/4/4/7/0/4/tlKyU00MLRr4fKrQR4IaS.jpg,şirinevler de 3+1 kiralık daire,115 m²,3 + 1,8.000 ₺,Sahibinden Kiralık Daire,Bahçelievler,06-05-2023
117,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/7/4/4/7/0/4/1683317549833-40744729.jpg,4+2 dubleks girişleri ayrı,190 m²,4 + 2,2.850.000 ₺,Sahibinden Satılık Daire,Esenyurt,06-05-2023
118,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/4/3/4/7/0/4/1683292990686-40743439.jpg,acil satılık 0 536 207 35 64,110 m²,3 + 1,2.300.000 ₺,Sahibinden Satılık Daire,Esenyurt,05-05-2023
119,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/6/2/4/7/0/4/1683287254623-40742693.jpg,sahibinden yatırımlık işyerine uygun müstakil girişli dubleks daire,190 m²,4 + 1,18.500.000 ₺,Sahibinden Satılık Daire,Üsküdar,05-05-2023
120,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/1/3/4/7/0/4/dVRCM0WAx-36MO2h5TmPn.jpg,sahibinden acıbadem'de muhteşem koru manzarali 3+1ev,140 m²,3 + 1,8.000.000 ₺,Sahibinden Satılık Daire,Üsküdar,05-05-2023
121,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/9/9/3/7/0/4/1683235364664-40739984.jpg,sahibinden eşyalı ve temız ara kat kiralık daıre,80 m²,2 + 1,14.000 ₺,Sahibinden Kiralık Daire,Üsküdar,05-05-2023
122,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/0/0/4/7/0/4/1683240011058-40740049.jpg,full eşyalı kiralik daire osmanbey,90 m²,2 + 1,17.000 ₺,Sahibinden Kiralık Daire,Şişli,05-05-2023
123,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/4/6/3/7/0/4/1683193562215-40736476.jpg,sahibinden haliç manzaralı daire,150 m²,3 + 1,4.600.000 ₺,Sahibinden Satılık Daire,Eyüpsultan,04-05-2023
124,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/7/0/3/7/0/4/1683109227108-40730710.jpg,satilik kaptan arif sokağında 3+1 daire,135 m²,3 + 1,5.600.000 ₺,Sahibinden Satılık Daire,Kadıköy,03-05-2023
125,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/0/8/2/7/0/4/1683061543-740786-40728029.jpeg,sahibinden kiralık 124 m2 kapalı mutfaklı daire,124 m²,2 + 1,22.500 ₺,Sahibinden Kiralık Daire,Küçükçekmece,03-05-2023
126,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/3/7/2/7/0/4/1683046807106-40727314.jpg,sahibinden 1+1kiralık,65 m²,1 + 1,8.000 ₺,Sahibinden Kiralık Daire,Şişli,06-05-2023
127,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/4/7/2/7/0/4/7260e7f2-c9cf-4081-abda-820b7997f90f.jpg,ara kat nezih site içinde daire,135 m²,3 + 1,4.950.000 ₺,Sahibinden Satılık Daire,Ataşehir,03-05-2023
128,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/5/3/2/7/0/4/afNd33S20MhZo-9XaLAle.jpg,zeytinburnunda 5+1 teraslı balkonlu dubleks daire,325 m²,5 + 1,18.000 ₺,Sahibinden Kiralık Daire,Zeytinburnu,02-05-2023
129,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/9/1/2/7/0/4/1682969218552-40721956.jpg,sahibinden acil satılık 1. kat,105 m²,2 + 1,1.260.000 ₺,Sahibinden Satılık Daire,Sultangazi,04-05-2023
130,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/2/2/2/7/0/4/1682978050-1767402-40722279.jpeg,akarsu inşaattan sahibinden satılık lüx villa 13,300 m²,5 + 3,13.490.000 ₺,Satılık,Beylikdüzü,03-05-2023
131,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/4/0/2/7/0/4/QHrJPpJvGFMryX_3r9fSy.jpeg,sahibinden anadolu sitesinde yeşillikler içinde daire,110 m²,2 + 1,1.980.000 ₺,Sahibinden Satılık Daire,Kartal,01-05-2023
132,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/3/9/1/7/0/4/1682939645-802681-40719347.jpeg,esenyurtta 2+1 dairemiz satılıktır?,105 m²,2 + 1,1.480.000 ₺,Sahibinden Satılık Daire,Esenyurt,01-05-2023
133,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/4/6/1/7/0/4/FkENnv1L2chXWn5k30qqO.jpg,istanbul manzaralı oturuma hazır yenilenmiş dubleks,210 m²,4 + 1,4.500.000 ₺,Sahibinden Satılık Daire,Gaziosmanpaşa,01-05-2023
134,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/5/5/1/7/0/4/Y9z_TKyJhQekgjhSNpx1O.jpeg,2 oda 1 salon sahibinden krediye uygun satılık daire,100 m²,2 + 1,2.350.000 ₺,Sahibinden Satılık Daire,Fatih,30-04-2023
135,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/2/4/1/7/0/4/cRmf5lLW2VwvNdNo5kDs-.png,eyüpsultan düğmeciler mahallesi'nde sahibinden satılık 4+1 daire,170 m²,4 + 1,5.100.000 ₺,Sahibinden Satılık Daire,Eyüpsultan,02-05-2023
136,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/5/5/1/7/0/4/1682864918-188892-40715529.jpeg,ortaköy'de boğaz manzaralı satılık daire,85 m²,2 + 1,7.000.000 ₺,Sahibinden Satılık Daire,Beşiktaş,01-05-2023
137,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/7/2/8/3/0/4/1677741010145-40382793.jpg,3+1 kıralık esyasız şık gorunumu,130 m²,3 + 1,9.000 ₺,Sahibinden Kiralık Daire,Bahçelievler,03-03-2023
138,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/9/8/4/7/0/4/1683383967409-40748940.jpg,düz giriş gibi bahçe katı,100 m²,2 + 1,830.000 ₺,Sahibinden Satılık Daire,Esenyurt,06-05-2023
139,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/3/4/4/7/0/4/UUMpsnafIc9ci6ZqlkLUr.jpg,sahibinden eşyalı 1 yıllık kira bedeli peşin 60.000 tl,110 m²,2 + 1,60.000 ₺,Sahibinden Kiralık Daire,Silivri,05-05-2023
140,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/1/4/3/7/0/4/9eaf233c-0540-4021-9d85-591a0576051d.jpeg,satılık içi komple tadilatlı gökalp okul yakını 3+1 daire,115 m²,3 + 1,3.700.000 ₺,Sahibinden Satılık Daire,Zeytinburnu,03-05-2023
141,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/7/7/2/7/0/4/1683054141732-40727726.jpg,ayazaga merkezde satılık 3+1daire,110 m²,3 + 1,3.250.000 ₺,Sahibinden Satılık Daire,Sarıyer,03-05-2023
142,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/0/6/3/7/0/4/1683190976-1415749-40736055.jpeg,satılık ev,100 m²,2 + 1,1.250.000.000 ₺,Sahibinden Satılık Daire,Gaziosmanpaşa,04-05-2023
143,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/2/4/3/7/0/4/1683202107-600735-40734245.jpeg,nişantaşına modern şık eşyalı 1+1 daire,70 m²,1 + 1,25.000 ₺,Sahibinden Kiralık Daire,Şişli,05-05-2023
144,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/7/3/3/7/0/4/1683138457946-40733777.jpg,avcılar ticaret meslek lisesi karşısında satılık ara kat daire,150 m²,2 + 1,1.850.000 ₺,Sahibinden Satılık Daire,Avcılar,04-05-2023
145,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/7/8/2/7/0/4/NxGSOmU1MMfuXbXk6lq6M.jpg,sahibinden ana cadde ustu,90 m²,2 + 1,4.000.000 ₺,Sahibinden Satılık Daire,Ümraniye,03-05-2023
146,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/4/2/3/7/0/4/aRY55z8WebqWLPAdonw2Y.jpg,sahibinden kiralık hırkai şerif camii karşısı 2 kat kombili çift cephe 2+1 daire,80 m²,2 + 1,8.500 ₺,Sahibinden Kiralık Daire,Fatih,03-05-2023
147,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/2/4/1/7/0/4/1682845666040-40714251.jpg,sahibinden kiralık,75 m²,1 + 1,8.000 ₺,Sahibinden Kiralık Daire,Şişli,06-05-2023
148,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/4/3/3/7/0/4/1683130281949-40733426.jpg,çınarcık merkezde sezonluk kiralık,110 m²,2 + 1,10.000 ₺,Sahibinden Kiralık Daire,Üsküdar,06-05-2023
149,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/6/3/4/7/0/4/1683295218822-40743696.jpg,bayana kiralik oda,125 m²,3 + 1,1.000 ₺,Sahibinden Kiralık Daire,Esenyurt,05-05-2023
150,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/6/2/2/7/0/4/1683006490282-40722660.jpg,seyır cd sahıbınden temız esyalı kıralık daıre,115 m²,3 + 1,7.500 ₺,Sahibinden Kiralık Daire,Kağıthane,06-05-2023
151,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/4/4/1/7/0/4/1682848881666-40714479.jpg,sahibinden ataşehir gardenya'da 1+1 kiralık daire,65 m²,1 + 1,13.000 ₺,Sahibinden Kiralık Daire,Ataşehir,30-04-2023
152,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/3/5/1/7/0/4/1682861760772-40715337.jpg,sahibinden kiralik nanda towersda 1+1 kiralik daire,75 m²,1 + 1,17.500 ₺,Kiralık,Kartal,30-04-2023
153,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/2/5/4/7/0/4/d5109d9f-322f-47c9-8f0d-d3cf11aa6e2b.jpeg,uzundere merkezde 4 dairelik arsa mecidiye mh,169 m²,,2.360.000 ₺,Satılık,Sultanbeyli,06-05-2023
154,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/5/6/4/7/0/4/c1a00371-3c95-448f-a2d4-652ea013be26.jpeg,sahibinden 3+1 daire,150 m²,3 + 1,1.650.000 ₺,Sahibinden Satılık Daire,Esenyurt,06-05-2023
155,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/6/4/4/7/0/4/UzZA5vnRkG_nB8MUpV2Bz.jpg,"eşyalı,deniz manzaralı, otoparklı, havuzlu güvenlikli",120 m²,3 + 1,2.900.000 ₺,Sahibinden Satılık Daire,Esenyurt,06-05-2023
156,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/5/0/4/7/0/4/1683271784351-40740542.jpg,içerenköy muhtarlık civarı 1+1 eşyalı keyifli teraslı çatı katı daire,85 m²,1 + 1,8.500 ₺,Sahibinden Kiralık Daire,Ataşehir,05-05-2023
157,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/7/5/4/7/0/4/1683357096456-40745742.jpg,acil satılıktır!!!,28 m²,,139.000 ₺,Satılık,Arnavutköy,06-05-2023
158,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/7/5/2/7/0/4/0U3kGeuVvQ8Xj6qrBstJd.jpeg,aris grand tower sahibinden eşyalı 2+1 kiralık daire,110 m²,2 + 1,12.500 ₺,Sahibinden Kiralık Daire,Esenyurt,04-05-2023
159,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/5/1/2/7/0/4/1682960325-265672-40721517.jpeg,sahibinden 2+1 satılık daire,105 m²,2 + 1,2.600.000 ₺,Sahibinden Satılık Daire,Kartal,01-05-2023
160,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/0/1/2/7/0/4/1682953576335-40721034.jpg,merkezi konumunda sahibinden kiralık,75 m²,1 + 1,11.000 ₺,Sahibinden Kiralık Daire,Esenyurt,01-05-2023
161,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/2/6/2/7/0/4/CBKLSOLJEO3JxtY5OObIW.jpg,kiptaş silivri 4. etap sahibinden satılık 2+1 kapalı mutfak daire,73 m²,2 + 1,1.750.000 ₺,Sahibinden Satılık Daire,Silivri,02-05-2023
162,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/1/7/1/7/0/4/5t09ODzlWtuCnOh5S9RmB.jpg,merter kiralık eşyalı oda,85 m²,2 + 1,4.500 ₺,Sahibinden Kiralık Daire,Güngören,05-05-2023
163,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/4/4/4/7/0/4/1683305824-249435-40744441.jpeg,değerine değer katan güzel bir mekan,205 m²,,17.500.000 ₺,Satılık,Zeytinburnu,06-05-2023
164,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/0/3/2/7/0/4/1683011357414-40723023.jpg,sgk yanı iskanlı 3+1 ara kat,125 m²,3 + 1,4.000.000 ₺,Sahibinden Satılık Daire,Tuzla,02-05-2023
165,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/2/1/4/7/0/4/LrpLWyC9XdnP3M7ljjzJq.jpg,kasımpaşa kulaksızda kiralık 2+1 daire,90 m²,2 + 1,8.000 ₺,Sahibinden Kiralık Daire,Beyoğlu,06-05-2023
166,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/6/7/3/7/0/4/1683202714961-40737680.jpg,sahibinden korunaklı  havuzlu perde beton villa,700 m²,5 + 2,42.000 ₺,Kiralık,Silivri,04-05-2023
167,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/2/7/3/7/0/4/1683199061024-40737288.jpg,sahibinden satılık,165 m²,3 + 1,3.250.000 ₺,Sahibinden Satılık Daire,Esenyurt,04-05-2023
168,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/8/8/2/7/0/4/1683095624182-40728807.jpg,kiralık daire,75 m²,2 + 1,16.000 ₺,Sahibinden Kiralık Daire,Sarıyer,04-05-2023
169,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/2/7/2/7/0/4/1683045385506-40727243.jpg,satılık tinyhouse,30 m²,2 + 1,390.000 ₺,Satılık,Silivri,03-05-2023
170,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/3/2/2/7/0/4/457e4cbd-0b8a-4572-aad4-bbcc368b2cb2.jpg,üsküdar doğancılar'da mükemmel lokasyon 2+1+1 kiralık daire,110 m²,2 + 1,15.500 ₺,Sahibinden Kiralık Daire,Üsküdar,05-05-2023
171,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/9/1/2/7/0/4/1682969231572-40721970.jpg,acil satılık 3+1 daire 140 metre,140 m²,3 + 1,2.000.000 ₺,Sahibinden Satılık Daire,Esenyurt,02-05-2023
172,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/0/3/1/7/0/4/1682799874018-40713062.jpg,sahibinden yüksek kira getirili mükemmel konumda satılık yeni bina,360 m²,5 + 5,16.500.000 ₺,Satılık,Fatih,04-05-2023
173,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/1/3/1/7/0/4/gjU2YdBls566fuzW3jUdZ.jpg,armina evleri acil satılık 3+1 bahçe katı,120 m²,3 + 1,5.700.000 ₺,Sahibinden Satılık Daire,Başakşehir,30-04-2023
174,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/7/3/1/7/0/4/1682834271428-40713784.jpg,tek daire fiyatına iki daire. 189m2. 85+85-- 2*2+1,189 m²,4 + 2,4.000.100 ₺,Sahibinden Satılık Daire,Şişli,30-04-2023
175,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/1/1/1/7/0/4/1682771991397-40711178.jpg,site mah 3+1 net 100 m2 sahibinden,120 m²,3 + 1,5.650.000 ₺,Sahibinden Satılık Daire,Ümraniye,06-05-2023
176,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/6/2/1/7/0/4/1682789834670-40712630.jpg,kiralık daire,95 m²,2 + 1,10.000 ₺,Sahibinden Kiralık Daire,Gaziosmanpaşa,03-05-2023
177,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/1/7/0/7/0/4/1682790581102-40707115.jpg,sahıbınden dublex,240 m²,5 + 2,6.000.000 ₺,Sahibinden Satılık Daire,Beylikdüzü,30-04-2023
178,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/9/6/0/7/0/4/1682695493-692193-40706991.jpeg,başakşehir kayabaşı 22 bölge ebeveyn  banyo çamaşır oda giyinme oda,136 m²,3 + 1,5.850.000 ₺,Sahibinden Satılık Daire,Başakşehir,29-04-2023
179,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/4/6/0/7/0/4/3wKSwizMHC8ao6BelxCg0.jpeg,köşe başı temiz karanligi olmayan daire,115 m²,2 + 1,1.700.000 ₺,Sahibinden Satılık Daire,Esenyurt,05-05-2023
180,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/9/7/0/7/0/4/1682718064420-40707998.jpg,sahibinden satılık dublex daire,210 m²,5 + 2,3.300.000 ₺,Sahibinden Satılık Daire,Bağcılar,29-04-2023
181,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/2/7/0/7/0/4/1682702410-2168388-40707287.jpeg,sahibinden satılık bahçe katı,180 m²,3 + 1,5.000.000 ₺,Sahibinden Satılık Daire,Şişli,28-04-2023
182,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/2/3/0/7/0/4/P5nzO1xKipgr6KYEzgfRf.jpg,çekmeköy hamidiye'de önü açık 3+1 ara kat satılık daire,130 m²,3 + 1,4.200.000 ₺,Sahibinden Satılık Daire,Çekmeköy,01-05-2023
183,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/9/2/0/7/0/4/1682662817603-40702922.jpg,sahibinden ümraniye meydanda yeni sitede,90 m²,2 + 1,3.420.000 ₺,Sahibinden Satılık Daire,Ümraniye,28-04-2023
184,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/5/3/0/7/0/4/1682669283-650505-40703508.jpeg,cihangirde geniş bahçeli 1+1,85 m²,1 + 1,3.800.000 ₺,Sahibinden Satılık Daire,Beyoğlu,29-04-2023
185,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/2/1/0/7/0/4/1682610733-07084-40701298.jpeg,buya park evleri 3+1,110 m²,3 + 1,3.850.000 ₺,Sahibinden Satılık Daire,Bağcılar,29-04-2023
186,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/0/2/0/7/0/4/JE3SuAsEaYfGlPmb6H2Mq.jpeg,gürsel residence 2+1- 6. kat kapalı mutfak lüks daire,82 m²,2 + 1,3.700.000 ₺,Sahibinden Satılık Daire,Kağıthane,28-04-2023
187,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/9/0/0/7/0/4/1682607445706-40700906.jpg,sezonluk kiralık,125 m²,3 + 1,75.000 ₺,Kiralık,Silivri,05-05-2023
188,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/9/1/0/7/0/4/NGkhjtZooZUwijLL1B4uB.jpeg,gürsel residence 2+1 kapalı mutfak lüks daire,82 m²,2 + 1,3.200.000 ₺,Sahibinden Satılık Daire,Kağıthane,28-04-2023
189,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/6/6/9/6/0/4/1682577425832-40696657.jpg,satılık daire,110 m²,2 + 1,2.500.000 ₺,Sahibinden Satılık Daire,Küçükçekmece,27-04-2023
190,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/1/7/9/6/0/4/1682581816302-40697142.jpg,sahibinden hisse tapulu 286m2 arsa ve müstakil ev,286 m²,,4.550.000 ₺,Satılık,Sancaktepe,02-05-2023
191,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/5/8/9/6/0/4/vVKTObVeaFUz_1cod4qfM.jpeg,sahibinden acil satılık,95 m²,2 + 1,4.650.000 ₺,Sahibinden Satılık Daire,Maltepe,27-04-2023
192,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/8/6/9/6/0/4/1682580615-200608-40696871.jpeg,satılık site içerisinde dubleks,280 m²,5 + 1,5.400.000 ₺,Sahibinden Satılık Daire,Büyükçekmece,06-05-2023
193,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/6/0/0/7/0/4/b8NqfwKLfDkdq4zzGb4yI.jpeg,optimum modern kiracılı 1+1 metro / resmi kurumlar yanıbaşında,62 m²,1 + 1,2.400.000 ₺,Sahibinden Satılık Daire,Pendik,27-04-2023
194,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/7/7/9/6/0/4/1682586241-6150808-40697703.jpeg,silivri sancaktepe de denize yakın süper konumda villa,280 m²,3 + 1,7.600.000 ₺,Satılık,Silivri,27-04-2023
